business_name,address,city,postal_code,lat,lon,matched_address
NEIGHBORHOOD COFFEE,2748 S RIMPAU BLVD,LOS ANGELES,90016,34.030117825322,-118.348923615729,"2748 S RIMPAU BLVD, LOS ANGELES, CA, 90016"
NIA'S TABLE,8820 SEPULVEDA EASTWAY APT,LOS ANGELES,90044,33.956941199757,-118.394661193469,"8820 SEPULVEDA EASTWAY, LOS ANGELES, CA, 90045"
NICOLASA'S KITCHEN,620 23RD ST,LOS ANGELES,90011,34.024705881347,-118.261406570635,"620 E 23RD ST, LOS ANGELES, CA, 90011"
NIKKIMOMO,4331 MOUNT VERNON DR,LOS ANGELES,90043,34.000880599544,-118.353442521911,"4331 W MOUNT VERNON DR, LOS ANGELES, CA, 90043"
NO BRAND,260 AMETHYST CIR,GARDENA,90248,33.868928915975,-118.291149061931,"260 AMETHYST CIR, GARDENA, CA, 90248"
NOODLE GIRL,1141 PINE ST 8,SOUTH PASADENA,91030,34.103372220932,-118.156597740529,"1141 PINE ST, SOUTH PASADENA, CA, 91030"
NOT YO MAMA'S TACOS,27506 RUBY LN,CASTAIC,91384,34.49941282106,-118.61748780991,"27506 RUBY LN, CASTAIC, CA, 91384"
NOT YOUR MOM'S PIES,28603 HEATHER LN,CASTAIC,91384,34.485461134629,-118.637095806042,"28603 HEATHER LN, CASTAIC, CA, 91384"
NOURISHED ROOTS,1385 PARTRIDGE LN,GLENDORA,91740,34.125456778248,-117.839388080336,"1385 PARTRIDGE LN, GLENDORA, CA, 91740"
NOURISOUP,9861 E LEMON AVE,ARCADIA,91007,34.118289746904,-118.057368240875,"9861 E LEMON AVE, ARCADIA, CA, 91007"
OK DUCK,18709 FIELDBROOK ST,ROWLAND HEIGHTS,91748,33.970145781302,-117.895036331511,"18709 FIELDBROOK ST, ROWLAND HEIGHTS, CA, 91748"
OMAR'S TACOS,425 S 5TH AVE,LA PUENTE,91746,34.034938849182,-117.986599934335,"425 5TH AVE, LA PUENTE, CA, 91746"
ONGGI JONGGI,4320 VIINTON AVE,CULVER CITY,90232,34.012839527235,-118.395155021461,"4320 VINTON AVE, CULVER CITY, CA, 90232"
OUR LADY OF SHALLOT,820 COLORADO BLVD,LOS ANGELES,90041,34.140401728319,-118.183430023126,"820 COLORADO BLVD, LOS ANGELES, CA, 90041"
PACAELI SERVICES,1428 W 256TH ST,HARBOR CITY,90710,33.791418880435,-118.301630799411,"1428 W 256TH ST, HARBOR CITY, CA, 90710"
PARKER HOUSE DELIGHTS,3873 1/2 W 54TH ST,LOS ANGELES,90043,33.993115451751,-118.341562364642,"3873 1/2 W 54TH ST, LOS ANGELES, CA, 90043"
PIES IN THE SKY,13618 EARLHAM DR,WHITTIER,90602,33.976242844719,-118.030569465123,"13618 EARLHAM DR, WHITTIER, CA, 90602"
PILI PILI DE CONGO,2131 LINDA FLORA DR,LOS ANGELES,90077,34.113224464768,-118.464701365514,"2131 LINDA FLORA DR, LOS ANGELES, CA, 90077"
PINKELICIOUS BY CHEF MYLEN,4317 W WOODLAND AVE,BURBANK,91505,34.157483409904,-118.349482823282,"4317 WOODLAND AVE, BURBANK, CA, 91505"
POP JERK,4125 W 59TH ST,LOS ANGELES,90043,33.987163954412,-118.346676937098,"4125 W 59TH ST, LOS ANGELES, CA, 90043"
QUDSIA'S,3736 JASMINE AVE UNIT 218,LOS ANGELES,90034,34.023107196507,-118.402877871274,"3736 JASMINE AVE, LOS ANGELES, CA, 90034"
RAFNROLL,530 W STOCKER ST UNIT 103,GLENDALE,91202,34.163364135858,-118.266170711525,"530 W STOCKER ST, GLENDALE, CA, 91202"
RAILROAD RESTAURANT,36202 116TH ST,LITTLEROCK,93542,34.541217246258,-117.922766579847,"36202 116TH ST E, LITTLEROCK, CA, 93543"
"RASPADOS ESTILO TONALA, JA",14449 PALMROSE ST,BALDWIN PARK,91706,34.089215959418,-117.95907892007,"14449 PALMROSE ST, BALDWIN PARK, CA, 91706"
RASPADOS NATURALES,1519 S HUNTINGTON ST,POMONA,91766,34.043590939007,-117.760630102899,"1519 S HUNTINGTON ST, POMONA, CA, 91766"
RED DRAGON LOUNGE,6228 ORANGE ST 6,LOS ANGELES,90048,34.064240764513,-118.363769337582,"6228 ORANGE ST, LOS ANGELES, CA, 90048"
RED EYE CAFE,16559 RUSSELL ST,WHITTIER,90603,33.944056436713,-117.977169127098,"16559 RUSSELL ST, WHITTIER, CA, 90603"
RENAISSANCE SOUTH LA INC,5632 WENLOCK ST,LOS ANGELES,90016,34.019272570839,-118.367970749822,"5632 WENLOCK ST, LOS ANGELES, CA, 90016"
RENI COFFEE,1532 253RD ST,HARBOR CITY,90710,33.794688959814,-118.303239226426,"1532 W 253RD ST, HARBOR CITY, CA, 90710"
ROLLI BAKEHOUSE,1221 S 6TH AVE,ARCADIA,91006,34.126588436752,-118.01879687955,"1221 S 6TH AVE, ARCADIA, CA, 91006"
ROYAL HOME DELI,18941 1/2 LA GUARDIA ST,ROWLAND HEIGHTS,91748,33.977306419602,-117.889532229855,"18941 1/2 LA GUARDIA ST, ROWLAND HEIGHTS, CA, 91748"
RUBIE,1831 FAIR PARK AVE,LOS ANGELES,90041,34.134660535669,-118.207660288317,"1831 FAIR PARK AVE, LOS ANGELES, CA, 90041"
SABOR DE MI TIERRA,13367 WINGO ST,ARLETA,91331,34.24151973874,-118.424510654162,"13367 WINGO ST, ARLETA, CA, 91331"
SABOR MEXICO HOMEMADE,11811 PIONEER BLVD APT 19,NORWALK,90650,33.924247954563,-118.081928899602,"11811 PIONEER BLVD, NORWALK, CA, 90650"
SABOR PERUANO,15433 SATICOY ST,VAN NUYS,91406,34.208503435389,-118.469277916907,"15433 SATICOY ST, VAN NUYS, CA, 91406"
SAHANI DELIGHT KITCHEN,3512 KNOLL CREST AVE,LOS ANGELES,90043,33.999097798143,-118.333565048169,"3512 KNOLL CREST AVE, LOS ANGELES, CA, 90043"
SAVIE BAKE SHOP,5053 CARTWRIGHT AVE,NORTH HOLLYWOOD,91601,34.162762865265,-118.363780382114,"5053 CARTWRIGHT AVE, NORTH HOLLYWOOD, CA, 91601"
SERVE COFFEE + PASTRIES,4820 W AVE L14,LANCASTER,93536,34.647563702923,-118.215599623566,"4820 W AVE L14, LANCASTER, CA, 93536"
SEVEN PLATES LA,5200 WILSHIRE BLVD UNIT 585,LOS ANGELES,90036,34.06212459034,-118.342928816549,"5200 WILSHIRE BLVD, LOS ANGELES, CA, 90036"
SIMPLY TASTEFULL,308 S ALMANSOR ST A,ALHAMBRA,91801,34.094968029826,-118.11884138652,"308 S ALMANSOR ST, ALHAMBRA, CA, 91801"
SMILING ISLANDER,2832 MANSFIELD DR,BURBANK,91504,34.207280984572,-118.327742900325,"2832 MANSFIELD DR, BURBANK, CA, 91504"
SMOKE CITY BBQ LA,1902 W 37TH PL,LOS ANGELES,90018,34.020234855806,-118.313958020167,"1902 W 37TH PL, LOS ANGELES, CA, 90018"
SMOKE MO'S LA,13609 BURBANK AVE # 6,VAN NUYS,91401,34.172179437072,-118.429338745063,"13609 BURBANK BLVD, VAN NUYS, CA, 91401"
SMOKED OUT SLIDERS,5439 S VICTORIA AVE,LOS ANGELES,90043,33.992782844989,-118.332252385024,"5439 S VICTORIA AVE, LOS ANGELES, CA, 90043"
SOCAL PIE CO,11108 CRESTBROOK ST,NORWALK,90650,33.904091187964,-118.097290605596,"11108 CRESTBROOK ST, NORWALK, CA, 90650"
SONG'S STUDIO,3345 E GREEN ST,PASADENA,91107,34.145276669124,-118.082441045016,"3345 E GREEN ST, PASADENA, CA, 91107"
SOUL & SPICE,9118 LA ALBA DR,WHITTIER,90603,33.953982218102,-117.991763260773,"9118 LA ALBA DR, WHITTIER, CA, 90603"
SQUAT FOX MEAL,63 W BIRCHCROFT ST,ARCADIA,91007,34.113001594456,-118.032855828299,"63 W BIRCHCROFT ST, ARCADIA, CA, 91007"
SSAL&,6644 LOCKLENNA LN,RANCHO PALOS VERDES,90275,33.765684377808,-118.393766055617,"6644 LOCKLENNA LN, RANCHO PALOS VERDES, CA, 90275"
SUMTH' N DELICIOUS,1545 WINDSOR PL,PALMDALE,93551,34.601296663997,-118.157942239426,"1545 WINDSOR PL, PALMDALE, CA, 93551"
SUP,918 S OXFORD AVE PH 44,LOS ANGELES,90006,34.054175886915,-118.307356289613,"918 S OXFORD AVE, LOS ANGELES, CA, 90006"
SWEET STICKY THANGS,3837 SUTRO AVE,LOS ANGELES,90008,34.016893318848,-118.323304427574,"3837 SUTRO AVE, LOS ANGELES, CA, 90008"
TACO LEGENDZ,11443 HORTON AVE,DOWNEY,90241,33.944135812894,-118.146262781126,"11443 HORTON AVE, DOWNEY, CA, 90241"
TACOS EL ARBITRO,10252 STANWIN AVE,ARLETA,91331,34.256691913911,-118.442365684615,"10252 STANWIN AVE, ARLETA, CA, 91331"
TACOS EL CHINO,4654 W AVE L,LANCASTER,93536,34.660188779933,-118.213470402587,"4654 W AVE L, LANCASTER, CA, 93536"
TACOS EL PARIENTE DE MAZA,14420 S ATLANTIC AVE APT A,COMPTON,90221,33.902411224973,-118.193730139691,"14420 S ATLANTIC AVE, COMPTON, CA, 90221"
TAO'S KITCHEN,3121 ISABEL AVE,ROSEMEAD,91770,34.065162655198,-118.10241447343,"3121 ISABEL AVE, ROSEMEAD, CA, 91770"
TAUROUXS SMASH BURGERS,10034 BALMORAL ST,WHITTIER,90601,34.009180431758,-118.061634779652,"10034 BALMORAL ST, WHITTIER, CA, 90601"
TEQUETABLE,12534 W FIELDING CIR UNIT 2,LOS ANGELES,90094,33.978491597936,-118.411930359568,"12534 FIELDING CIR, LOS ANGELES, CA, 90094"
TERRA TABLE,1907 MAGINN DR,GLENDALE,91202,34.175456058845,-118.260045934331,"1907 MAGINN DR, GLENDALE, CA, 91202"
THAI RAMA KITCHEN,736 W DRYDEN ST,GLENDALE,9120-2,34.160980490552,-118.271456457227,"736 W DRYDEN ST, GLENDALE, CA, 91202"
THE APRON GUILD,4024 SUNSWEPT DR,STUDIO CITY,91604,34.142946524442,-118.408919071346,"4024 SUNSWEPT DR, STUDIO CITY, CA, 91604"
THE BEST KOSHER BURGER,1686 S RIMPAU BLVD,LOS ANGELES,90019,34.044452419668,-118.341236558876,"1686 S RIMPAU BLVD, LOS ANGELES, CA, 90019"
THE ERNEST ELIXIRS CORPORA,3820 ALOHA ST,LOS ANGELES,90027,34.106608076417,-118.275659583666,"3820 ALOHA ST, LOS ANGELES, CA, 90027"
THE HEARTY HOME COMPANY,7829 MELBA AVE,WEST HILLS,91304,34.212932132561,-118.634704519446,"7829 MELBA AVE, WEST HILLS, CA, 91304"
THE HERBITAGE TABLE,933 HILGARD AVE UNIT 4,LOS ANGELES,90024,34.063243090214,-118.441408372116,"933 HILGARD AVE, LOS ANGELES, CA, 90024"
THE KEBAB MOB,3510 SANDSTONE CT,PALMDALE,93551,34.601357497673,-118.192051113559,"3510 SANDSTONE CT, PALMDALE, CA, 93551"
THE MINI BITES COMPANY,2415 HARWOOD ST,LOS ANGELES,90031,34.09021159218,-118.231630578819,"2415 HARWOOD ST, LOS ANGELES, CA, 90031"
THE OCEAN'S TABLE,501 E ESPLANADE,REDONDO BEACH,90277,33.835495190613,-118.389146520631,"501 ESPLANADE, REDONDO BEACH, CA, 90277"
THE PASTRY SONG,1435 EAGLE PARK RD 165,HACIENDA HEIGHTS,91745,33.997324976345,-117.939483953649,"1435 EAGLE PARK RD, HACIENDA HEIGHTS, CA, 91745"
THE PATIO,1235 E 141 ST,COMPTON,90222,33.904514009692,-118.253022211456,"1235 E 141ST ST, COMPTON, CA, 90222"
THE SMOKEY SERMON,8240 HILLROSE ST,SUNLAND,91040,34.263281732899,-118.312310955192,"8240 HILLROSE ST, SUNLAND, CA, 91040"
THE SWEET MEXICRAFT,6156 EASTON ST,LOS ANGELES,90022,34.01352755827,-118.139372274114,"6156 E EASTON ST, LOS ANGELES, CA, 90022"
THE TAMALE SHOPPE,6311 N FIGUEROA ST,LOS ANGELES,90042,34.115763319164,-118.184172652965,"6311 N FIGUEROA ST, LOS ANGELES, CA, 90042"
THREE MONSTERS KITCHEN &,1447 W 228TH ST APT. 108,TORRANCE,90501,33.819068709847,-118.302503205234,"1447 W 228TH ST, TORRANCE, CA, 90501"
TING'S KITCHEN,1260 BARFORD AVE,HACIENDA HEIGHTS,91745,34.005422663582,-117.954469813295,"1260 BARFORD AVE, HACIENDA HEIGHTS, CA, 91745"
TL TINY TREATS,11716 LANSDALE ST,EL MONTE,91732,34.067285714393,-118.022934111743,"11716 LANSDALE AVE, EL MONTE, CA, 91732"
TOASTED SUGAR BAKERY,15000 HALLDALE AVE 109,GARDENA,90247,33.895452610175,-118.302508609899,"15000 HALLDALE AVE, GARDENA, CA, 90247"
TRUE FORM,1247 N SYCAMORE AVE APT 1,LOS ANGELES,90038,34.09339782002,-118.342876581702,"1247 N SYCAMORE AVE, LOS ANGELES, CA, 90038"
U.S. XIAFEI TIANDI EDUCATION,1 951 OLYMPUS AVE,HACIENDA HEIGHTS,91745,34.011795838403,-117.96058763132,"951 S OLYMPUS AVE, HACIENDA HEIGHTS, CA, 91745"
VEGAN GOT SOUL!,6400 GREEN VALLEY CIR 318,CULVER CITY,90230,33.980878065537,-118.385247085022,"6400 GREEN VALLEY CIR, CULVER CITY, CA, 90230"
VEGGIE Y QUE,5713 DANBY AVE,WHITTIER,90606,33.997471296445,-118.065326927731,"5713 DANBY AVE, WHITTIER, CA, 90606"
VENDITTIS PIZZA,25225 KEATS LN,STEVENSON RANCH,91381,34.380146304675,-118.585113308905,"25225 KEATS LN, STEVENSON RANCH, CA, 91381"
VIDA KITCHEN,26247 MONTE VISTA AVE,LOMITA,90717,33.784485820729,-118.313729796645,"26247 MONTE VISTA AVE, LOMITA, CA, 90717"
VILLAGE GATE,1510 1/2 W FLORENCE AVE,LOS ANGELES,90047,33.974514860226,-118.30285967623,"1510 1/2 W FLORENCE AVE, LOS ANGELES, CA, 90047"
VOODI'S KITCHEN,24515 EILAT ST,WOODLAND HILLS,91367,34.177572616206,-118.658419410085,"24515 EILAT ST, WOODLAND HILLS, CA, 91367"
WAIT WAIT WAIT,1856 CRAIGTON AVE,HACIENDA HEIGHTS,91745,33.998072497673,-117.961865940626,"1856 CRAIGHTON AVE, HACIENDA HEIGHTS, CA, 91745"
WRAPS-TO-GOMEZTREJO,322 N IVY AVE,MONROVIA,91016,34.157600501269,-117.998865079123,"322 N IVY AVE, MONROVIA, CA, 91016"
WURST BARBEQUE,4639 MARWOOD DR,LOS ANGELES,90065,34.13058103692,-118.224430879529,"4639 MARWOOD DR, LOS ANGELES, CA, 90065"
YANA'S LADAS,8622 BEACH ST,LOS ANGELES,90002,33.959748905482,-118.24187885986,"8622 BEACH ST, LOS ANGELES, CA, 90002"
YANG'S FAMILY KITCHEN,24 SAN RAPHAEL PL,POMONA,91766,34.037894484304,-117.787897819084,"24 SAN RAPHAEL PL, POMONA, CA, 91766"
YU'S KITCHEN,1506 PALM AVE UNIT D,SAN GABRIEL,91776,34.081550289357,-118.097351657218,"1506 PALM AVE, SAN GABRIEL, CA, 91776"
YUE YUMMY KITCHEN,1621 E ALASKA ST,WEST COVINA,91791,34.059004420156,-117.911370442465,"1621 E ALASKA ST, WEST COVINA, CA, 91791"
